city_name,state_id,lat,lng,population_city,density_city,incorporated_city,ranking_city
Brockton,MA,42.0821,-71.0242,104713,1895.2,1,2
Rio Rancho,NM,35.2873,-106.6982,104351,389.8,1,2
San Mateo,CA,37.5522,-122.3121,104165,3314.5,1,2
Rialto,CA,34.1175,-117.3892,103873,1664.7,1,2
Spokane Valley,WA,47.6626,-117.2346,103761,1062.1,1,2
Charlottesville,VA,38.0375,-78.4855,103760,1744.5,1,2
Menifee,CA,33.6909,-117.1849,103680,861.6,1,2
Daly City,CA,37.6862,-122.4685,103648,5239.1,1,2
Wichita Falls,TX,33.9072,-98.5291,102482,547.5,1,2
Riverview,FL,27.8227,-82.3023,102467,856.7,0,2
Norwalk,CA,33.9069,-118.0829,101893,4052.7,1,2
Lee's Summit,MO,38.9171,-94.3816,101728,614.7,1,2
Longmont,CO,40.1686,-105.1005,101642,1316.7,1,2
Vacaville,CA,38.3587,-121.9673,101631,1313.7,1,2
Highlands Ranch,CO,39.5419,-104.9708,101514,1615.0,0,2
Kingsport,TN,36.5224,-82.5454,101323,406.7,1,2
San Tan Valley,AZ,33.1786,-111.5629,101207,515.6,0,2
Quincy,MA,42.2506,-71.0187,100981,2352.6,1,2
Edinburg,TX,26.3196,-98.1597,100964,871.6,1,2
Lynn,MA,42.4781,-70.9664,100653,3618.8,1,2
San Angelo,TX,31.4424,-100.4504,100057,640.0,1,2
Hesperia,CA,34.3975,-117.3147,99878,530.6,1,3
Bowling Green,KY,36.9716,-86.4378,99669,681.7,1,3
Federal Way,WA,47.3091,-122.3358,99614,1722.5,1,3
Carmel,IN,39.965,-86.146,99453,782.3,1,3
Bismarck,ND,46.8143,-100.7694,99433,820.3,1,2
Fishers,IN,39.9588,-85.9659,99041,1063.0,1,3
Lafayette,CO,39.9946,-105.0998,98889,1268.3,1,3
Vista,CA,33.1896,-117.2386,98392,2026.6,1,2
Boca Raton,FL,26.3752,-80.108,97980,1296.5,1,3
St. Augustine,FL,29.8976,-81.31,97703,593.7,1,3
Beaverton,OR,45.4779,-122.8168,97554,1920.3,1,3
Goodyear,AZ,33.2614,-112.3622,97542,196.9,1,3
Portsmouth,VA,36.8468,-76.354,97384,1129.1,1,3
Orem,UT,40.2981,-111.6994,97100,2013.8,1,2
Sunrise,FL,26.1547,-80.2997,96510,2300.4,1,2
Portsmouth,NH,43.058,-70.7826,96146,545.8,1,3
Arden-Arcade,CA,38.6017,-121.3845,96076,2333.7,1,2
Lawrence,KS,38.9597,-95.2642,96061,1075.1,1,3
Sandy,UT,40.5709,-111.8506,95635,1525.5,1,3
Slidell,LA,30.2887,-89.7828,95528,736.5,1,3
Buckeye,AZ,33.4314,-112.6429,95042,93.3,1,3
Livonia,MI,42.3972,-83.3733,94928,1026.8,1,3
Williamsburg,VA,37.2693,-76.7076,94892,668.9,1,3
Suffolk,VA,36.6953,-76.6398,94856,91.8,1,3
Compton,CA,33.893,-118.2274,94822,3651.0,1,2
La Crosse,WI,43.8241,-91.2268,94627,925.7,1,3
Edmond,OK,35.6689,-97.416,94503,432.1,1,3
Carson,CA,33.8374,-118.2559,94475,1947.4,1,3
San Marcos,CA,33.135,-117.1743,94360,1483.1,1,3
Tracy,CA,37.7269,-121.4523,94027,1386.3,1,3
Prescott Valley,AZ,34.598,-112.3185,93923,448.6,1,3
Middletown,OH,39.5033,-84.3659,93870,746.1,1,3
Fall River,MA,41.7136,-71.1015,93638,1091.5,1,3
San Germán,PR,18.0827,-67.046,93549,1384.7,0,3
Santa Fe,NM,35.6619,-105.9819,93165,647.7,1,2
Plantation,FL,26.1259,-80.2617,93130,1653.2,1,3
Mayagüez,PR,18.2003,-67.1397,93079,1105.2,0,3
New Braunfels,TX,29.6994,-98.1148,92993,797.3,1,3
Roswell,GA,34.0391,-84.3513,92770,879.5,1,3
Conroe,TX,30.3238,-95.4824,92475,482.5,1,3
South Gate,CA,33.9447,-118.1926,92381,4928.5,1,2
Santa Monica,CA,34.0235,-118.481,92168,4231.9,1,2
Kirkland,WA,47.697,-122.2057,92015,1995.2,1,3
Hoover,AL,33.3763,-86.8068,91995,720.1,1,3
O'Fallon,MO,38.785,-90.7175,91825,1162.3,1,3
Alafaya,FL,28.528,-81.1868,91531,1153.4,0,3
Palm Coast,FL,29.5389,-81.2457,91082,368.7,1,3
Norwalk,CT,41.1144,-73.4215,91050,1536.1,1,3
Lawton,OK,34.6175,-98.4202,91023,431.6,1,3
Chino,CA,33.9836,-117.6654,91008,1188.1,1,3
Mount Pleasant,SC,32.8537,-79.8203,90945,708.7,1,3
Manteca,CA,37.7927,-121.2264,90678,1512.3,1,3
Westminster,CA,33.7523,-117.9938,90638,3485.9,1,2
Florence,SC,34.178,-79.7898,90419,659.0,1,3
Joplin,MO,37.0757,-94.5018,90384,525.7,1,3
Germantown,MD,39.1755,-77.2643,90210,2044.8,0,2
San Leandro,CA,37.7074,-122.1599,89723,2600.1,1,2
Town 'n' Country,FL,28.0106,-82.5763,89456,1551.0,0,3
Clifton,NJ,40.863,-74.1575,89451,3063.3,1,2
Waukegan,IL,42.3698,-87.8716,89435,1425.9,1,3
Bloomington,MN,44.8306,-93.3151,89244,993.0,1,3
Avondale,AZ,33.3873,-112.3235,89214,723.3,1,3
Atascocita,TX,29.9777,-95.1953,89121,1440.6,0,3
Missoula,MT,46.8751,-114.0214,88780,828.8,1,3
Fort Myers,FL,26.6194,-81.8302,88699,858.3,1,3
Newton,MA,42.3316,-71.2085,88453,1915.7,1,3
Lawrence,MA,42.7002,-71.1626,88067,4906.8,1,2
Muncie,IN,40.1989,-85.395,88061,918.2,1,3
Rapid City,SD,44.0716,-103.2204,87826,530.3,1,3
Troy,MI,42.5817,-83.1457,87170,1006.3,1,3
Livermore,CA,37.6868,-121.7607,87154,1266.5,1,3
Citrus Heights,CA,38.6948,-121.288,87127,2366.3,1,2
Hawthorne,CA,33.9147,-118.3476,86978,5516.7,1,2
Winchester,VA,39.1735,-78.1746,86813,1180.3,1,3
Springdale,AR,36.1901,-94.1574,86705,672.6,1,3
Whittier,CA,33.9678,-118.0188,86459,2278.8,1,2
Deerfield Beach,FL,26.305,-80.1277,86455,2231.6,1,2
Decatur,IL,39.8557,-88.9342,86231,634.0,1,3
San Ramon,CA,37.7624,-121.9365,86119,1657.6,1,3
Vineland,NJ,39.4653,-74.9981,86042,343.2,1,3
Mission,TX,26.2039,-98.3256,85755,911.2,1,3
Auburn,WA,47.3039,-122.2108,85623,1117.7,1,3
Lake Forest,CA,33.6605,-117.6714,85583,1977.0,1,3
Newport Beach,CA,33.6151,-117.8668,85159,1381.7,1,3
Melbourne,FL,28.1086,-80.6627,84982,743.1,1,3
Brooklyn Park,MN,45.1112,-93.3505,84951,1257.9,1,3
Bryan,TX,30.665,-96.3807,84820,599.2,1,3
Westland,MI,42.3192,-83.3805,84806,1602.6,1,3
Napa,CA,38.2975,-122.301,84703,1696.1,1,3
Baytown,TX,29.7587,-94.9671,84449,808.4,1,3
Cicero,IL,41.8445,-87.7593,84189,5542.3,1,2
Anderson,IN,40.0891,-85.6892,83875,510.6,1,3
Franklin,TN,35.92,-86.8516,83630,725.3,1,3
Farmington Hills,MI,42.486,-83.3771,83562,969.8,1,3
Buena Park,CA,33.8572,-118.0046,83542,3064.1,1,2
Albany,GA,31.5776,-84.1762,83447,483.3,1,3
Pine Hills,FL,28.5818,-81.4692,83221,2634.9,0,2
State College,PA,40.7909,-77.8567,83170,3449.3,1,2
Redwood City,CA,37.5025,-122.2253,83077,1658.9,1,3
Warwick,RI,41.7062,-71.4334,82783,913.2,1,3
Jackson,MI,42.2431,-84.4038,82775,1119.2,1,3
Cranston,RI,41.7658,-71.4858,82691,1126.4,1,3
Largo,FL,27.9088,-82.7712,82541,1712.4,1,3
Miami Beach,FL,25.8171,-80.1396,82400,4135.8,1,2
Alhambra,CA,34.084,-118.1355,82295,4163.8,1,2
Johns Creek,GA,34.0333,-84.2027,82230,1030.4,1,3
Mountain View,CA,37.4001,-122.0796,82132,2651.9,1,2
Salisbury,MD,38.3756,-75.5865,81921,923.2,1,3
Morgantown,WV,39.6383,-79.9464,81912,1146.2,1,3
Silver Spring,MD,39.0028,-77.0207,81808,4006.9,0,2
Layton,UT,41.077,-111.962,81726,1400.5,1,3
Springfield,OH,39.93,-83.7959,81620,865.6,1,3
Lakewood,CA,33.8471,-118.1222,81499,3349.6,1,2
Florence,AL,34.8303,-87.6655,81268,593.8,1,3
Folsom,CA,38.6668,-121.1422,81077,1122.8,1,3
Madera,CA,36.963,-120.0778,80937,1554.3,1,3
New Rochelle,NY,40.9304,-73.7836,80828,3034.0,1,2
Parma,OH,41.3843,-81.7286,80587,1554.0,1,3
Terre Haute,IN,39.466,-87.3751,80567,650.7,1,3
Somerville,MA,42.3908,-71.1014,80464,7534.5,1,2
Flagstaff,AZ,35.1872,-111.6194,80167,445.7,1,3
Boynton Beach,FL,26.5281,-80.0811,80068,1913.4,1,3
Homestead,FL,25.4665,-80.4472,79996,2047.7,1,2
Newark,OH,40.0706,-82.425,79959,925.5,1,3
Plymouth,MN,45.0225,-93.4617,79918,943.3,1,3
Anniston,AL,33.6712,-85.8135,79717,181.2,1,3
Texarkana,TX,33.45,-94.0847,79570,444.7,1,3
Tustin,CA,33.7311,-117.8107,79514,2759.9,1,2
Pharr,TX,26.1685,-98.1904,79434,1293.2,1,3
Port Huron,MI,42.9821,-82.4388,79363,1376.3,1,3
Turlock,CA,37.5053,-120.8588,79301,1666.6,1,3
Rancho Cordova,CA,38.5737,-121.2527,79128,883.8,1,3
The Villages,FL,28.9034,-81.9887,79108,935.5,0,3
Milpitas,CA,37.4336,-121.8921,79092,2265.2,1,2
Perris,CA,33.7898,-117.2233,78881,964.9,1,3
Upland,CA,34.1178,-117.6604,78847,1953.4,1,3
Alton,IL,38.9037,-90.152,78729,631.8,1,3
Pleasanton,CA,37.6663,-121.8805,78691,1258.5,1,3
Kendall,FL,25.6697,-80.3556,78402,1880.3,0,3
Jonesboro,AR,35.8212,-90.6791,78379,377.4,1,3
Bellflower,CA,33.888,-118.1271,78352,4945.3,1,2
Battle Creek,MI,42.2985,-85.2296,78338,475.7,1,3
Chino Hills,CA,33.9508,-117.7254,78223,676.4,1,3
Cheyenne,WY,41.135,-104.7902,78204,734.0,1,2
Lebanon,PA,40.3412,-76.4228,78147,2471.8,1,2
Carmichael,CA,38.6318,-121.3263,78144,1967.6,0,3
South Jordan,UT,40.557,-111.9784,78118,1358.3,1,3
Davis,CA,38.5553,-121.737,77874,2602.1,1,2
Elizabethtown,KY,37.7031,-85.8773,77770,439.5,1,3
Schaumburg,IL,42.0308,-88.0838,77571,1548.1,1,3
Alameda,CA,37.7668,-122.267,77565,2879.8,1,2
Hammond,IN,41.6168,-87.4909,77390,1314.7,1,3
Pasco,WA,46.2506,-119.1305,77274,873.1,1,3
Evanston,IL,42.0464,-87.6943,77181,3830.6,1,2
Lehi,UT,40.4136,-111.8725,77110,1044.1,1,3
Alexandria,LA,31.2923,-92.4702,77109,611.6,1,3
North Port,FL,27.0576,-82.1977,76975,299.1,1,3
Arlington Heights,IL,42.0955,-87.9826,76794,1784.8,1,3
Camarillo,CA,34.223,-119.0321,76748,1385.1,1,3
Wyoming,MI,42.8908,-85.7066,76732,1197.4,1,3
Flower Mound,TX,33.0343,-97.1146,76630,705.4,1,3
Bethlehem,PA,40.6266,-75.3679,76555,1546.3,1,3
Hattiesburg,MS,31.3074,-89.317,76501,350.2,1,3
Loveland,CO,40.4166,-105.0623,76500,836.9,1,3
Pittsburg,CA,38.0182,-121.8965,76419,1669.3,1,3
Cedar Park,TX,30.5105,-97.8197,76344,1152.4,1,3
Wenatchee,WA,47.436,-120.3295,76152,1286.0,1,3
Southfield,MI,42.4765,-83.2605,76107,1119.3,1,3
Rochester Hills,MI,42.6645,-83.1563,76041,895.0,1,3
Hammond,LA,30.5061,-90.4563,76032,548.3,1,3
Valdosta,GA,30.8502,-83.2788,75919,593.0,1,3
Owensboro,KY,37.7575,-87.1172,75644,1118.0,1,3
Apple Valley,CA,34.5352,-117.2109,75603,379.1,1,3
Woodbury,MN,44.9057,-92.923,75549,835.9,1,3
Pawtucket,RI,41.8744,-71.3743,75176,3348.9,1,2
St. Joseph,MO,39.7598,-94.821,75033,633.0,1,3
Doral,FL,25.8152,-80.3565,74891,2087.9,1,2
Dover,NH,43.1887,-70.8845,74554,474.5,1,3
Missouri City,TX,29.563,-95.5365,74517,991.6,1,3
Saratoga Springs,NY,43.0674,-73.7775,74339,392.2,1,3
Pocatello,ID,42.8724,-112.4647,74284,654.8,1,3
Oshkosh,WI,44.0227,-88.5619,74251,946.8,1,3
New Britain,CT,41.6759,-72.7862,74212,2139.0,1,2
Castle Rock,CO,39.3763,-104.8535,74065,823.1,1,3
Lauderhill,FL,26.1605,-80.2241,73987,3354.7,1,2
Broomfield,CO,39.9542,-105.0526,73946,866.0,1,3
Dale City,VA,38.6473,-77.3459,73928,2004.5,0,2
Bolingbrook,IL,41.6901,-88.1021,73755,1142.9,1,3
Redmond,WA,47.6763,-122.1169,73728,1718.3,1,3
Caguas,PR,18.2319,-66.0388,73713,2611.7,0,2
Mansfield,TX,32.569,-97.1213,73680,773.2,1,3
Ellicott City,MD,39.2774,-76.8345,73589,946.9,0,3
Sheboygan,WI,43.7403,-87.7316,73531,1229.2,1,3
Mansfield,OH,40.7656,-82.5275,73448,596.4,1,3
Glens Falls,NY,43.3109,-73.6458,73424,1478.2,1,3
Daytona Beach,FL,29.1995,-81.0982,73329,420.2,1,3
Lodi,CA,38.1218,-121.2932,73239,1882.7,1,3
Redlands,CA,34.0512,-117.1712,73234,785.0,1,3
Harrisonburg,VA,38.4362,-78.8735,73160,1153.3,1,3
Dothan,AL,31.2336,-85.407,73037,303.8,1,3
Cleveland,TN,35.1817,-84.8707,72870,597.0,1,3
Jackson,TN,35.6538,-88.8354,72836,446.9,1,3
Mount Vernon,NY,40.9136,-73.8291,72817,6401.2,1,2
Centreville,VA,38.839,-77.4389,72680,2350.9,0,2
Altoona,PA,40.5082,-78.4007,72348,1728.1,1,3
Framingham,MA,42.3085,-71.4368,71805,1107.0,1,3
Camden,NJ,39.9361,-75.1073,71799,3108.3,1,2
Georgetown,TX,30.666,-97.6966,71788,479.2,1,3
Baldwin Park,CA,34.0829,-117.9722,71692,4173.7,1,2
Rocklin,CA,38.8075,-121.2489,71676,1397.0,1,3
Porterville,CA,36.0643,-119.0338,71669,1293.9,1,3
Tamarac,FL,26.2056,-80.2539,71578,2383.7,1,2
Glen Burnie,MD,39.156,-76.6071,71427,1592.9,0,3
Blacksburg,VA,37.23,-80.4279,71277,883.1,1,3
Wausau,WI,44.962,-89.6459,71236,801.3,1,3
Sumter,SC,33.9392,-80.393,71234,505.8,1,3
Janesville,WI,42.6854,-89.0135,71202,741.7,1,3
Brunswick,GA,31.1449,-81.4746,71160,345.8,1,3
Dublin,CA,37.7161,-121.8963,71068,1801.8,1,3
Wilmington,DE,39.7415,-75.5416,71034,2517.3,1,2
Waukesha,WI,43.0087,-88.2464,70945,1073.2,1,3
Fairbanks,AK,64.8353,-147.6533,70817,395.2,1,3
Lakeville,MN,44.6774,-93.252,70696,739.4,1,3
St. Charles,MO,38.7954,-90.5157,70687,1084.4,1,3
Redondo Beach,CA,33.8577,-118.3765,70620,4399.5,1,2
Spring Hill,TN,35.7437,-86.9116,70531,681.0,1,3
Bayonne,NJ,40.6668,-74.1158,70497,4675.6,1,2
Grand Forks,ND,47.9214,-97.0884,70475,813.0,1,3
Noblesville,IN,40.0355,-86.0042,70442,790.7,1,3
Guaynabo,PR,18.3832,-66.1134,70167,2248.8,0,2
El Paso de Robles,CA,35.6394,-120.656,70128,612.6,1,3
North Richland Hills,TX,32.8604,-97.218,70114,1490.5,1,3
Maple Grove,MN,45.1089,-93.4626,70110,831.1,1,3
Passaic,NJ,40.8574,-74.1282,70048,8632.7,1,2
Blaine,MN,45.1696,-93.2077,70047,821.9,1,3
Lake Elsinore,CA,33.6847,-117.3344,69993,706.2,1,3
Rogers,AR,36.317,-94.1531,69961,694.5,1,3
Casas Adobes,AZ,32.3423,-111.0113,69917,1017.9,0,3
Sherman,TX,33.6273,-96.6221,69880,367.9,1,3
Walnut Creek,CA,37.9024,-122.0399,69809,1364.0,1,3
Conway,AR,35.0753,-92.4692,69651,541.1,1,3
Eastvale,CA,33.9617,-117.5803,69594,2119.4,1,2
Union City,CA,37.6032,-122.0181,69502,1383.4,1,3
Michigan City,IN,41.7092,-86.869,69459,605.1,1,3
Poinciana,FL,28.1217,-81.4821,69311,372.4,0,3
Tulare,CA,36.1995,-119.34,69261,1296.8,1,3
Gary,IN,41.5905,-87.3473,69136,535.3,1,3
Gaithersburg,MD,39.1346,-77.2131,69016,2581.8,1,2
East Orange,NJ,40.7651,-74.2117,68879,6771.2,1,2
Wesley Chapel,FL,28.2106,-82.3238,68814,604.8,0,3
West Des Moines,IA,41.5521,-93.7806,68744,561.2,1,3
Dalton,GA,34.769,-84.972,68614,623.7,1,3
Dubuque,IA,42.5002,-90.707,68601,733.3,1,3
Schenectady,NY,42.8025,-73.9275,68476,2446.3,1,2
Ankeny,IA,41.7288,-93.6031,68392,866.3,1,3
Maricopa,AZ,33.0408,-112.0011,68376,541.6,1,3
Eagan,MN,44.817,-93.1638,68262,845.3,1,3
Hanford,CA,36.3274,-119.6549,68122,1280.0,1,3
Bristol,TN,36.5572,-82.2154,68083,322.7,1,3
Yorba Linda,CA,33.889,-117.7714,68035,1316.5,1,3
Weston,FL,26.1006,-80.4054,68029,1068.0,1,3
Watsonville,CA,36.9206,-121.7708,68020,2984.5,1,2
Palo Alto,CA,37.3905,-122.1468,67901,1090.0,1,3
South Hill,WA,47.1198,-122.2853,67835,1409.3,0,3
Shawnee,KS,39.0158,-94.8076,67671,622.5,1,3
San Marcos,TX,29.8734,-97.9356,67491,692.4,1,3
Great Falls,MT,47.5022,-111.2996,67300,1008.5,1,3
Haverhill,MA,42.7838,-71.0871,67273,786.2,1,3
Union City,NJ,40.7675,-74.0323,67258,20177.4,1,2
Palatine,IL,42.118,-88.043,67223,1838.9,1,3
Longview,WA,46.1461,-122.963,67203,984.2,1,3
Corvallis,OR,44.5698,-123.2779,67187,1603.1,1,3
Rockville,MD,39.0834,-77.1553,67142,1905.6,1,3
Skokie,IL,42.036,-87.74,67076,2573.3,1,2
Mount Vernon,WA,48.4203,-122.3115,66896,1102.6,1,3
Casper,WY,42.842,-106.3208,66876,846.3,1,3
Ames,IA,42.0256,-93.6217,66729,918.7,1,3
Delray Beach,FL,26.455,-80.0905,66646,1615.9,1,3
Sammamish,WA,47.6017,-122.0416,66586,1258.6,1,3
Lynwood,CA,33.924,-118.2016,66346,5291.9,1,2
Dundalk,MD,39.2704,-76.4942,66321,1956.6,0,3
Bethesda,MD,38.9866,-77.1188,66316,1930.6,0,3
Morristown,TN,36.2043,-83.3001,66220,426.6,1,3
Juana Díaz,PR,18.0532,-66.5044,66208,2090.8,0,2
Kankakee,IL,41.102,-87.8643,66065,632.1,1,3
Fajardo,PR,18.3331,-65.6589,66022,1213.3,0,3
Alpharetta,GA,34.0704,-84.2738,65884,945.7,1,3
Novi,MI,42.4786,-83.4893,65870,840.9,1,3
Kenner,LA,30.0109,-90.2549,65785,1705.9,1,3
Bay City,MI,43.5902,-83.8887,65704,1240.6,1,3
Victoria,TX,28.8287,-96.9849,65656,680.0,1,3
South San Francisco,CA,37.6538,-122.4196,65596,2751.7,1,2
Apex,NC,35.7237,-78.8743,65541,1009.8,1,3
Parkersburg,WV,39.2623,-81.542,65524,972.8,1,3
Malden,MA,42.4305,-71.0576,65463,5010.4,1,2
Castro Valley,CA,37.7088,-122.0626,65444,1499.7,0,3
Bozeman,MT,45.6833,-111.0558,65279,990.1,1,3
Brentwood,NY,40.7839,-73.2522,65042,2293.4,0,2
Waltham,MA,42.3889,-71.2423,64711,1960.5,1,3
Pflugerville,TX,30.4515,-97.6018,64528,969.2,1,3
North Little Rock,AR,34.7807,-92.2371,64454,469.2,1,3
Brentwood,CA,37.9356,-121.719,64443,1673.8,1,3
Laguna Niguel,CA,33.5275,-117.705,64259,1683.7,1,3
San Clemente,CA,33.4499,-117.6102,64232,1351.0,1,3
Burnsville,MN,44.7648,-93.2793,64075,992.1,1,3
Spring,TX,30.0613,-95.383,63930,1097.5,0,3
Port Charlotte,FL,26.9918,-82.114,63913,866.5,0,3
Eden Prairie,MN,44.8488,-93.4595,63623,755.9,1,3
Greenwood,IN,39.6019,-86.1073,63579,872.9,1,3
Millcreek,UT,40.6892,-111.8292,63520,1901.9,1,3
Bellevue,NE,41.1485,-95.939,63336,1138.1,1,3
Coon Rapids,MN,45.1755,-93.3094,63296,1081.4,1,3
Rowlett,TX,32.9155,-96.5489,63291,1178.0,1,3
Hamilton,OH,39.3939,-84.5653,63149,1136.7,1,3
Lakewood,WA,47.1628,-122.5299,63142,1429.1,1,3
Florence-Graham,CA,33.9682,-118.2447,63132,6945.8,1,2
Commerce City,CO,39.8641,-104.843,63050,668.5,1,3
Bossier City,LA,32.5224,-93.6668,62971,554.5,1,3
Taylor,MI,42.226,-83.2688,62937,1029.0,1,3
La Habra,CA,33.9282,-117.9515,62904,3212.8,1,2
Port Orange,FL,29.1085,-81.0137,62849,904.4,1,3
Moore,OK,35.3293,-97.4757,62685,1095.6,1,3
Council Bluffs,IA,41.2369,-95.8516,62670,563.2,1,3
Leander,TX,30.5728,-97.8618,62491,632.7,1,3
Dearborn Heights,MI,42.3164,-83.2769,62474,2055.1,1,2
Reston,VA,38.9497,-77.3461,62339,1568.8,0,3
Montebello,CA,34.0155,-118.1108,62056,2877.1,1,2
Pontiac,MI,42.6493,-83.2878,61965,1203.1,1,3
Encinitas,CA,33.0492,-117.261,61942,1255.1,1,3
Queen Creek,AZ,33.2454,-111.6173,61788,569.2,1,3
Medford,MA,42.4234,-71.1087,61748,2944.1,1,2
Springfield,OR,44.0538,-122.9811,61740,1502.3,1,3
Hendersonville,TN,36.3063,-86.5997,61589,750.7,1,3
Palm Harbor,FL,28.0847,-82.7481,61589,1369.9,0,3
Pico Rivera,CA,33.9901,-118.0888,61561,2858.4,1,2
Marietta,GA,33.9533,-84.5422,61387,1009.5,1,3
Wellington,FL,26.6461,-80.2699,61373,527.0,1,3
Sanford,FL,28.7891,-81.2757,61272,994.9,1,3
Woodland,CA,38.6712,-121.75,61227,1543.6,1,3
Caldwell,ID,43.6453,-116.6594,61212,1005.1,1,3
Huntersville,NC,35.406,-80.8716,61202,571.6,1,3
Bristol,CT,41.6812,-72.9407,61052,892.9,1,3
Jupiter,FL,26.92,-80.1128,60926,1087.6,1,3
San Rafael,CA,37.9905,-122.5221,60891,1417.4,1,3
La Mesa,CA,32.7703,-117.0204,60888,2585.8,1,2
Richland,WA,46.2824,-119.2939,60867,596.8,1,3
Revere,MA,42.4189,-71.004,60577,4100.5,1,2
Meriden,CT,41.5369,-72.7946,60556,985.2,1,3
Monterey Park,CA,34.0497,-118.1326,60386,3039.0,1,2
Gardena,CA,33.8943,-118.3072,60377,3999.2,1,2
Euless,TX,32.8508,-97.08,60360,1447.0,1,3
Des Plaines,IL,42.0345,-87.9008,60087,1629.4,1,3
West Allis,WI,43.0068,-88.0296,59907,2032.3,1,2
North Miami,FL,25.9008,-80.1686,59854,2732.1,1,2
St. Cloud,FL,28.2363,-81.2779,59851,893.8,1,3
The Hammocks,FL,25.67,-80.4482,59843,2929.1,0,2
Cupertino,CA,37.3168,-122.0466,59763,2037.0,1,2
Taylorsville,UT,40.6569,-111.9493,59729,2126.4,1,2
Petaluma,CA,38.2423,-122.6266,59682,1598.6,1,3
Kokomo,IN,40.464,-86.1277,59534,626.7,1,3
Santee,CA,32.8554,-116.9851,59497,1389.1,1,3
Stonecrest,GA,33.6842,-84.1372,59445,613.6,1,3
Taunton,MA,41.9036,-71.0943,59436,491.3,1,3
White Plains,NY,41.022,-73.7547,59421,2356.3,1,2
Palm Beach Gardens,FL,26.8466,-80.1679,59088,388.6,1,3
Chapel Hill,NC,35.9271,-79.0391,58919,1053.4,1,3
Hoboken,NJ,40.7452,-74.0281,58754,18145.0,1,2
Parker,CO,39.5084,-104.7753,58733,1010.2,1,3
Blue Springs,MO,39.0124,-94.2721,58720,1009.5,1,3
Shoreline,WA,47.7564,-122.3426,58673,1947.1,1,3
St. Clair Shores,MI,42.4925,-82.8961,58656,1938.9,1,3
Horizon West,FL,28.4417,-81.6146,58595,691.1,1,3
Margate,FL,26.2466,-80.2119,58396,2573.8,1,2
Orland Park,IL,41.6075,-87.8619,58345,1022.6,1,3
Carson City,NV,39.1511,-119.7476,58249,155.6,1,2
Midwest City,OK,35.463,-97.371,58124,919.8,1,3
Royal Oak,MI,42.5084,-83.1539,58053,1900.8,1,3
Bowie,MD,38.9549,-76.7406,57922,1094.4,1,3
Kettering,OH,39.6956,-84.1494,57707,1190.5,1,3
St. Peters,MO,38.7825,-90.6061,57692,991.6,1,3
Oak Lawn,IL,41.7139,-87.7528,57665,2597.7,1,2
Towson,MD,39.3944,-76.619,57617,1571.8,0,3
Coconut Creek,FL,26.2803,-80.1842,57574,1989.0,1,3
Decatur,AL,34.5731,-86.9905,57525,406.8,1,3
Lenexa,KS,38.9609,-94.8018,57497,651.6,1,3
Bartlett,TN,35.2337,-89.8195,57481,687.2,1,3
South Whittier,CA,33.9336,-118.0312,57383,4150.8,0,2
Lake Havasu City,AZ,34.5006,-114.3113,57294,477.4,1,3
Bel Air South,MD,39.5022,-76.3113,57109,1036.4,1,3
Fountainebleau,FL,25.7723,-80.346,57066,5568.0,0,2
Wylie,TX,33.0362,-96.5161,57063,995.4,1,3
Madison,AL,34.7114,-86.7626,56967,724.1,1,3
Brookhaven,GA,33.8743,-84.3314,56848,1790.0,1,3
Highland,CA,34.1113,-117.165,56789,1180.6,1,3
Fountain Valley,CA,33.7105,-117.9514,56754,2415.7,1,2
Berwyn,IL,41.8433,-87.7909,56556,5592.7,1,2
Severn,MD,39.1355,-76.6956,56438,1188.2,0,3
Albany,OR,44.6272,-123.0965,56348,1232.1,1,3
National City,CA,32.6654,-117.0983,56345,2960.7,1,2
Lacey,WA,47.0462,-122.7933,56263,1178.0,1,3
Mount Prospect,IL,42.0641,-87.9375,56191,2024.0,1,2
Arcadia,CA,34.1342,-118.0373,56181,1985.2,1,3
DeSoto,TX,32.5992,-96.8633,55882,997.2,1,3
Smyrna,GA,33.8633,-84.5168,55863,1370.8,1,3
Bradenton,FL,27.4901,-82.5757,55795,1502.5,1,3
New Brunswick,NJ,40.487,-74.445,55718,4111.2,1,2
Apple Valley,MN,44.7457,-93.2004,55594,1272.3,1,3
Tinley Park,IL,41.567,-87.8049,55571,1327.3,1,3
Sarasota,FL,27.3387,-82.5432,55508,1458.3,1,3
Hacienda Heights,CA,33.997,-117.9727,55461,1920.1,0,3
Chicopee,MA,42.1764,-72.5719,55441,934.5,1,3
West Haven,CT,41.2739,-72.9672,55336,1987.5,1,3
Herriman,UT,40.4899,-112.017,55301,924.0,1,3
Perth Amboy,NJ,40.5202,-74.2724,55226,4573.7,1,2
Casa Grande,AZ,32.9069,-111.7624,55186,187.2,1,3
Tigard,OR,45.4237,-122.7845,55161,1669.8,1,3
Apopka,FL,28.7015,-81.5316,55056,612.7,1,3
Southaven,MS,34.9514,-89.9786,54908,512.9,1,3
Huntington Park,CA,33.98,-118.2167,54547,7003.2,1,2
Diamond Bar,CA,33.9992,-117.8161,54534,1415.2,1,3
Bentonville,AR,36.3547,-94.2305,54513,600.5,1,3
Yucaipa,CA,34.0336,-117.0429,54428,743.7,1,3
Plainfield,NJ,40.6154,-74.4157,54358,3521.9,1,2
Manhattan,KS,39.1886,-96.6048,54287,1048.6,1,3
