city_name,state_id,lat,lng,population_city,density_city,incorporated_city,ranking_city
Route 7 Gateway,CT,41.3171,-73.4746,1009,574.6,0,3
Plainfield,WI,44.2175,-89.4969,1008,249.8,1,3
Bunkerville,NV,36.7594,-114.1412,1008,37.7,0,3
Renova,MS,33.7805,-90.7232,1008,448.5,1,3
Spearville,KS,37.8481,-99.7548,1008,619.9,1,3
Altus,AR,35.4468,-93.7644,1008,205.7,1,3
Eden,MD,38.2792,-75.6533,1008,69.7,0,3
Ouray,CO,38.0276,-107.6734,1007,450.7,1,3
Maysville,MO,39.8859,-94.3634,1007,339.4,1,3
Tidmore Bend,AL,34.0324,-85.9253,1007,40.4,1,4
Caldwell,KS,37.035,-97.6089,1007,363.7,1,3
Daniel,UT,40.4668,-111.4096,1007,118.2,1,3
Lawrence,MI,42.2157,-86.0534,1007,218.4,1,3
Bolivar,OH,40.6539,-81.455,1007,409.5,1,3
Santa Ana Pueblo,NM,35.3495,-106.5202,1006,52.5,1,4
Rosendale,WI,43.808,-88.6732,1006,311.9,1,3
Carson City,MI,43.1815,-84.8462,1006,339.7,1,3
Tres Pinos,CA,36.7904,-121.3105,1006,107.8,0,3
Aspen Park,CO,39.5423,-105.2967,1006,157.6,0,3
Coker,AL,33.2446,-87.68,1006,199.2,1,3
North Bend,OH,39.1505,-84.7405,1006,355.4,1,3
Berry Creek,CA,39.6314,-121.4052,1006,6.8,0,3
Pembroke,VA,37.3219,-80.6365,1005,357.3,1,3
Sultana,CA,36.5455,-119.3379,1005,1064.2,0,3
Lincoln,MT,46.953,-112.6693,1005,22.1,0,3
Hilltop,MN,45.0536,-93.2501,1005,2875.0,1,2
Preston,IA,42.0492,-90.3971,1005,450.6,1,3
Harlem,MT,48.5318,-108.7847,1005,927.7,1,3
Norvelt,PA,40.205,-79.497,1005,216.5,0,3
Rockwell,IA,42.98,-93.1872,1004,130.3,1,3
Cotter,AR,36.2819,-92.5212,1004,158.4,1,3
Grant City,MO,40.4858,-94.4135,1004,291.7,1,3
Luxora,AR,35.7575,-89.9298,1004,455.6,1,3
Strawberry,AZ,34.4012,-111.51,1003,33.6,0,3
Rowland,NC,34.5362,-79.2928,1003,368.0,1,3
Cut and Shoot,TX,30.3403,-95.354,1003,142.9,1,3
South Pekin,IL,40.4955,-89.6524,1003,752.7,1,3
Rouse,CA,37.6196,-121.0084,1003,4636.1,1,2
Lawrence,PA,40.304,-80.122,1003,978.0,0,3
Genoa,AR,33.3775,-93.8825,1003,58.6,0,3
Rocksprings,TX,30.0172,-100.2128,1002,318.3,1,3
Elmo,TX,32.7315,-96.1589,1002,94.7,0,3
Rolling Hills,KY,38.2825,-85.5784,1001,1914.9,1,3
Puxico,MO,36.9507,-90.1586,1001,580.1,1,3
Frederica,DE,39.0081,-75.4667,1001,222.0,1,3
Douglas,AL,34.1705,-86.3224,1001,113.5,1,3
Porter Heights,TX,30.1501,-95.3217,1001,119.8,0,3
Kidron,OH,40.744,-81.7467,1001,132.1,0,3
Green Lake,WI,43.8441,-88.9561,1000,208.6,1,3
Elsie,MI,43.0895,-84.3889,1000,338.2,1,3
La Conner,WA,48.3926,-122.4945,1000,969.4,1,3
Millville,PA,41.1205,-76.5253,1000,393.4,1,3
Indian Lake,MO,38.0935,-91.4529,1000,268.9,0,3
Eagle,NE,40.8161,-96.4329,999,935.4,1,3
Bellerose,NY,40.7243,-73.7167,999,3598.9,1,2
Rock Springs,NM,35.6188,-108.8345,999,30.6,0,3
Earth,TX,34.2338,-102.4091,999,321.0,1,3
North Branch,MI,43.2286,-83.192,999,267.4,1,3
Toa Baja,PR,18.4439,-66.2547,999,656.6,0,3
Parcelas La Milagrosa,PR,18.1716,-66.1868,999,1477.0,0,3
Botkins,OH,40.4587,-84.1782,999,305.4,1,3
Harlowton,MT,46.4368,-109.8353,999,616.4,1,3
Empire,LA,29.4133,-89.6052,999,73.9,0,3
Roland,AR,34.9005,-92.5186,999,47.8,0,3
Iron Ridge,WI,43.3982,-88.532,998,574.5,1,3
Maypearl,TX,32.3141,-97.0051,998,509.2,1,3
Rio,WI,43.4497,-89.2388,998,307.3,1,3
Layton,NJ,41.2192,-74.8229,998,55.2,0,3
Doyle,CA,40.0275,-120.1173,998,63.1,0,3
Martin,SD,43.1749,-101.7323,998,687.0,1,3
Lincoln,PA,40.2994,-79.8555,998,80.3,1,3
Glen Ellen,CA,38.3564,-122.5412,998,183.5,0,3
Embreeville,TN,36.1767,-82.4494,998,286.8,0,3
Mantorville,MN,44.0656,-92.7537,997,264.0,1,3
Ellendale,ND,46.0043,-98.5254,997,271.6,1,3
Piedmont,WV,39.4778,-79.0466,997,1081.5,1,3
Lawtell,LA,30.5126,-92.1832,997,92.8,0,3
Holden Beach,NC,33.9121,-78.3182,997,126.9,1,3
Tabor,IA,40.8949,-95.6736,997,298.0,1,3
Palouse,WA,46.9104,-117.0751,997,367.6,1,3
White Lake,NC,34.6418,-78.4969,997,375.8,1,3
Loyalton,CA,39.6768,-120.2448,997,532.8,1,3
Calvert,TX,30.9791,-96.6716,996,98.9,1,3
East Sparta,OH,40.6635,-81.3643,996,211.3,1,3
Ruby,NY,42.0125,-74.0103,996,226.2,0,3
Bow Mar,CO,39.6251,-105.0511,996,581.0,1,3
Garland,NC,34.7859,-78.3947,996,357.4,1,3
Painted Hills,IN,39.3963,-86.3494,996,222.4,0,3
Volcano Golf Course,HI,19.4424,-155.2789,996,414.6,0,3
Keystone,CO,39.5901,-105.9383,995,9.3,0,3
Wakefield,KS,39.2164,-97.0187,995,773.3,1,3
Boonville,CA,39.0115,-123.374,995,69.3,0,3
Buffalo,IA,41.4666,-90.717,995,56.7,1,3
Ship Bottom,NJ,39.6459,-74.1835,995,539.4,1,3
Greenleaf,ID,43.6753,-116.821,995,498.8,1,3
Lake Koshkonong,WI,42.8838,-88.9424,995,27.2,0,3
Lilbourn,MO,36.5907,-89.6132,995,406.2,1,3
Forkland,AL,32.6489,-87.8671,995,110.0,1,4
Lake Quivira,KS,39.0393,-94.7685,994,260.0,1,3
Sprague,WV,37.7938,-81.1822,994,609.0,0,3
Elloree,SC,33.5301,-80.5712,993,377.9,1,3
Oppelo,AR,35.1003,-92.7733,993,157.8,1,3
Larchwood,IA,43.4547,-96.4363,993,369.8,1,3
Martin's Additions,MD,38.9796,-77.0693,993,2801.9,1,2
Masaryktown,FL,28.4417,-82.461,993,366.6,0,3
St. Mary's,AK,62.0718,-163.2805,992,8.6,1,4
Woods Hole,MA,41.5303,-70.6614,992,179.4,0,3
Rochelle,GA,31.9488,-83.4569,992,200.9,1,3
Telford,TN,36.2534,-82.5478,992,155.2,0,3
Chumuckla,FL,30.7826,-87.2309,991,18.9,0,3
North Hills,WV,39.315,-81.5088,991,675.6,1,3
Watkins,CO,39.6984,-104.5773,991,15.5,0,3
Sedan,KS,37.1284,-96.1848,991,465.5,1,3
Mountain City,GA,34.9196,-83.3854,991,210.7,1,3
New Salem,PA,39.9037,-76.7912,991,809.7,1,3
Groveton,TX,31.0572,-95.1268,991,148.1,1,3
Laurie,MO,38.208,-92.8253,991,69.6,1,3
La France,SC,34.6115,-82.7667,991,295.2,0,3
Goodland,IN,40.7637,-87.2951,991,502.9,1,3
Lavalette,WV,38.3224,-82.4479,991,146.8,0,3
Redstone Arsenal,AL,34.6645,-86.653,991,17.5,1,4
Walnut,IA,41.4894,-95.2197,990,173.9,1,3
De Smet,SD,44.3862,-97.5496,990,330.0,1,3
Powell,AL,34.5326,-85.8975,989,79.5,1,3
Redwater,TX,33.3585,-94.2551,989,191.9,1,4
Bronte,TX,31.8857,-100.2955,989,266.0,1,3
Gordon,PA,40.7502,-76.3398,989,644.0,1,3
Mucarabones,PR,18.3906,-66.2178,989,1675.0,0,3
Ninnekah,OK,34.964,-97.9447,989,37.5,1,3
Aynor,SC,34.0002,-79.2071,989,211.9,1,3
Arnolds Park,IA,43.3602,-95.1264,989,239.4,1,3
Pala,CA,33.3639,-117.0675,988,68.4,0,3
Dresser,WI,45.3616,-92.6344,988,201.3,1,3
Pickett,OK,34.7795,-96.7755,988,118.1,0,3
Hackberry,LA,29.9717,-93.3947,988,13.6,0,3
Amherst,WI,44.4475,-89.2832,988,297.9,1,3
Southwest City,MO,36.5205,-94.6103,988,260.7,0,3
Daguao,PR,18.2217,-65.6798,988,672.3,0,3
Ansonia,OH,40.2141,-84.6344,988,589.2,1,3
Ohatchee,AL,33.7877,-86.0281,988,64.9,1,3
Woodward,IA,41.8528,-93.9207,987,104.3,1,3
Garrison,TX,31.8252,-94.4932,987,324.6,1,3
Ames,TX,30.0451,-94.7373,987,115.4,1,3
Taft Mosswood,CA,37.9139,-121.2831,987,818.7,1,3
Pughtown,PA,40.1699,-75.6599,987,852.5,0,3
Knights Landing,CA,38.798,-121.7175,987,705.3,0,3
Loma Linda,MO,36.9858,-94.5922,986,107.0,1,3
St. Paul,TX,33.0437,-96.5504,986,265.4,1,3
Rockford,OH,40.6912,-84.6497,986,440.4,1,3
Prentiss,MS,31.5995,-89.8746,985,127.2,1,3
Housatonic,MA,42.2487,-73.3626,985,426.7,0,3
Guernsey,WY,42.2656,-104.743,985,372.2,1,3
Coffeeville,MS,33.9764,-89.6845,984,177.2,1,3
Las Ollas,PR,18.0142,-66.4207,984,1863.0,0,3
Roslyn Harbor,NY,40.8158,-73.6379,984,319.1,1,3
Cañoncito,NM,35.5388,-105.8391,984,38.3,0,3
Rapids City,IL,41.5786,-90.3399,984,233.6,1,3
Fall Branch,TN,36.4161,-82.6242,984,84.1,0,3
Beasley,TX,29.4952,-95.9154,984,357.7,1,3
Roan Mountain,TN,36.1866,-82.0706,984,57.3,0,3
Orleans,VT,44.809,-72.2011,983,429.5,1,3
Berry,AL,33.6623,-87.6079,983,35.3,1,3
Despard,WV,39.2874,-80.3158,983,259.0,0,3
Underwood,IA,41.3807,-95.6821,983,348.5,1,3
Drexel,MO,38.5005,-94.6025,983,139.2,1,3
Belmont,WI,42.7379,-90.3346,983,445.5,1,3
Foots Creek,OR,42.3845,-123.1408,983,62.5,0,3
Story,WY,44.5731,-106.9142,983,53.2,0,3
Frontón,PR,18.3097,-66.5603,983,137.4,0,3
Cave Spring,GA,34.1081,-85.3388,982,103.4,1,3
Baileyton,AL,34.2609,-86.6083,982,72.1,1,3
Diamond,MO,36.9969,-94.3152,982,507.9,1,3
Eagleville,TN,35.7391,-86.6528,982,131.4,1,3
Clendenin,WV,38.4859,-81.3503,982,263.0,1,3
Blue Ridge,TX,33.2978,-96.3978,982,340.1,1,3
Sandoval,IL,38.6121,-89.1193,982,380.8,1,3
Higginson,AR,35.1968,-91.7152,981,298.3,1,3
Madisonville,LA,30.4003,-90.1653,981,149.9,1,3
Accomac,VA,37.7196,-75.6673,981,927.8,1,3
Liberty Center,OH,41.4436,-84.0078,981,366.7,1,3
Honalo,HI,19.581,-155.8985,981,13.9,0,3
Yermo,CA,34.9073,-116.8235,981,583.8,0,3
French Settlement,LA,30.3156,-90.8031,981,138.9,1,3
Paw Paw,IL,41.6877,-88.98,981,631.9,1,3
Lake Kathryn,FL,29.0072,-81.4906,980,135.1,0,3
Bayside Gardens,OR,45.7143,-123.9165,980,381.7,0,3
Clarkfield,MN,44.7907,-95.8079,980,334.4,1,3
Allison,IA,42.752,-92.7957,980,129.1,1,3
Loup City,NE,41.2766,-98.9677,980,401.7,1,3
McNary,AZ,34.0923,-109.8541,980,66.7,0,3
Laurel,NY,40.9728,-72.556,980,126.1,0,3
Pond Creek,OK,36.6679,-97.8024,980,445.7,1,3
Sidney,IL,40.025,-88.0721,980,606.6,1,3
Hooper,NE,41.6116,-96.5487,980,555.9,1,3
Port Republic,NJ,39.5328,-74.4852,980,50.7,1,3
Lake Park,GA,30.6851,-83.1873,980,234.4,1,3
Marion Center,MA,41.7042,-70.7629,980,369.3,1,3
Royalton,PA,40.1873,-76.7269,979,1155.2,1,3
New Market,PA,40.223,-76.8561,979,846.8,0,3
Atwood,IL,39.7992,-88.4626,979,615.7,1,3
Fairview,MT,47.852,-104.051,979,471.8,1,3
Richland,MI,42.3762,-85.4553,979,372.5,1,3
Minturn,CO,39.5463,-106.3871,978,47.2,1,3
Wink,TX,31.7545,-103.1541,978,323.7,1,3
Barker Heights,NC,35.3104,-82.4412,978,380.2,0,3
Hide-A-Way Hills,OH,39.6551,-82.466,978,144.9,0,3
Hobson City,AL,33.6148,-85.8561,978,361.1,1,3
Utica,MS,32.1061,-90.6221,977,126.0,1,3
Dortches,NC,36.0114,-77.8572,976,46.6,1,3
Convoy,OH,40.9174,-84.705,976,603.0,1,3
Howard,CO,38.4098,-105.8424,976,22.5,0,3
Lydia,LA,29.9263,-91.7813,976,221.5,0,3
Ottoville,OH,40.9342,-84.3383,976,398.1,1,3
Arapahoe,NE,40.3052,-99.898,976,387.9,1,3
Worthing,SD,43.33,-96.7683,976,671.8,1,3
Potomac Park,MD,39.6124,-78.8082,976,740.6,0,3
South Wallins,KY,36.8152,-83.4044,976,59.7,0,3
Rosiclare,IL,37.4239,-88.3501,975,194.2,1,3
Kekoskee,WI,43.5019,-88.5863,975,12.0,1,3
Vaughn,MT,47.5523,-111.5608,975,105.3,0,3
Clarksburg,TN,35.8705,-88.3937,975,151.1,1,3
Alice Acres,TX,27.7119,-98.108,975,63.9,0,3
El Rito,NM,36.338,-106.1844,975,91.6,0,3
Pleasant Hill,TX,31.0033,-94.7936,975,142.2,0,3
Millersport,OH,39.898,-82.5387,974,404.3,1,3
Campbell,TX,33.1483,-95.9532,974,281.6,1,3
Anita,IA,41.4437,-94.766,974,211.9,1,3
Celeste,TX,33.2896,-96.1945,974,279.8,1,3
Yemassee,SC,32.6733,-80.8515,974,46.4,1,3
Harrison,IL,37.7979,-89.3364,974,178.6,0,3
Cavetown,MD,39.6426,-77.5933,974,197.5,0,3
Cateechee,SC,34.7694,-82.7767,973,735.7,0,3
Sentinel,OK,35.157,-99.1736,973,603.5,1,3
Pocono Mountain Lake Estates,PA,41.1567,-74.9646,973,176.6,0,3
Alcester,SD,43.0278,-96.6268,973,511.9,1,3
Wayne City,IL,38.3481,-88.5895,973,217.3,1,3
Sweet Home,AR,34.6707,-92.2465,973,96.6,0,3
Crystal Springs,FL,28.183,-82.1539,973,63.6,0,3
Brushy,OK,35.5578,-94.7434,973,14.4,0,3
Owen,WI,44.9485,-90.5621,972,161.0,1,3
Vardaman,MS,33.8822,-89.1778,972,276.5,1,3
Agency Village,SD,45.5796,-97.0782,972,52.5,1,4
Upper Exeter,PA,41.407,-75.8503,971,190.9,0,3
Earlston,PA,40.0038,-78.3736,971,347.1,0,3
Farmington,PA,39.81,-79.5623,971,147.3,0,3
Stromsburg,NE,41.1159,-97.5912,970,365.5,1,3
Philpot,KY,37.7356,-87.0013,970,114.0,0,3
St. George Island,FL,29.652,-84.8881,970,78.8,0,3
Camp Wood,TX,29.6691,-100.0108,970,743.8,1,3
Castle Hayne,NC,34.3583,-77.9114,970,78.6,0,3
Spring Hill,PA,40.3704,-78.6691,970,358.8,0,3
Alderson,WV,37.7277,-80.6436,969,418.6,1,3
Rio,VA,38.0804,-78.4732,969,605.5,0,3
Gladbrook,IA,42.1861,-92.7151,969,536.6,1,3
Flint Creek,OK,36.1765,-94.7436,969,58.8,0,3
Emerald Bay,TX,32.1602,-95.438,969,486.1,1,3
Magazine,AR,35.1534,-93.8078,969,206.0,1,3
Dilworthtown,PA,39.9032,-75.5709,969,589.6,0,3
Jones Valley,CA,40.6999,-122.2405,969,58.2,0,3
Jeffersonville,GA,32.6863,-83.3433,968,102.2,1,3
Oriental,NC,35.0357,-76.6816,968,261.3,1,3
Chicora,PA,40.9505,-79.7401,968,700.9,1,3
Riceboro,GA,31.7264,-81.4438,967,33.6,1,3
Hollywood,AL,34.7195,-85.9641,967,41.1,1,3
Ranchester,WY,44.9075,-107.1674,967,526.3,1,3
Converse,IN,40.5769,-85.8803,967,377.6,1,3
Saegertown,PA,41.7165,-80.1364,967,258.4,1,3
Overbrook,KS,38.7794,-95.5569,967,686.3,1,3
West Wood,UT,39.6051,-110.8424,967,350.6,1,3
Flushing,OH,40.1481,-81.0647,967,608.5,1,3
Randolph,UT,41.6655,-111.1846,966,290.3,1,3
South Corning,NY,42.1262,-77.0356,966,604.8,1,3
Dakota City,IA,42.7229,-94.1977,966,510.9,1,3
Mannsville,OK,34.1854,-96.8981,966,122.9,1,3
Notasulga,AL,32.5573,-85.6692,966,26.7,1,3
Spaulding,IL,39.8663,-89.5447,965,496.7,1,3
Sabana,PR,18.4643,-66.3517,965,1462.8,0,3
Minor,AL,33.539,-86.9401,965,561.3,0,3
Cottondale,FL,30.7891,-85.3644,965,114.0,1,3
Gila Crossing,AZ,33.2731,-112.1627,965,428.1,0,3
Oshkosh,NE,41.408,-102.3452,965,554.5,1,3
Ninilchik,AK,60.0745,-151.3843,964,1.8,0,3
Wittenberg,WI,44.827,-89.1664,964,205.4,1,3
Riceville,TN,35.3895,-84.6989,964,171.0,0,3
Baconton,GA,31.3804,-84.1592,964,190.7,1,3
Bude,MS,31.463,-90.8509,964,261.2,1,3
Glidden,IA,42.0577,-94.7266,964,336.2,1,3
Galatia,IL,37.8414,-88.6148,964,190.6,1,3
Valley Springs,SD,43.5824,-96.4656,963,377.6,1,3
Middlesex,NC,35.7894,-78.2047,963,355.8,1,3
Whitewater,KS,37.9636,-97.146,963,905.0,1,3
Clark Fork,ID,48.1472,-116.1768,963,377.5,1,3
Angel Fire,NM,36.3821,-105.2718,963,12.9,1,3
Silver Lake,IN,41.0743,-85.8923,963,696.5,1,3
Riverpoint,WA,47.4842,-121.7151,963,293.2,0,3
Clifton,SC,34.9846,-81.8222,962,346.3,0,3
Bloomingburg,NY,41.5519,-74.4436,962,539.7,1,3
Riceville,IA,43.362,-92.5538,962,350.7,1,3
North Webster,IN,41.3239,-85.6979,962,458.9,1,3
Hillsboro,MS,32.4491,-89.4889,962,40.6,0,3
Crawford,NE,42.6845,-103.416,962,316.4,1,3
Marblehead,OH,41.5236,-82.7285,962,117.2,1,3
Sunnyside,GA,31.2406,-82.3411,962,261.8,0,3
Brady,WA,47.0064,-123.5321,962,60.8,0,3
Bauxite,AR,34.5602,-92.4989,961,121.9,1,3
Dublin,IN,39.8127,-85.2056,961,719.3,1,3
Courtland,MS,34.2411,-89.9433,961,336.3,1,3
Louise,TX,29.1118,-96.4123,961,55.5,0,3
Savoy,TX,33.5999,-96.3662,961,466.2,1,3
Campti,LA,31.898,-93.1158,961,356.2,1,3
Acalanes Ridge,CA,37.9046,-122.0786,961,805.1,1,3
Odin,IL,38.6159,-89.0541,960,369.5,1,3
Twinsburg Heights,OH,41.3064,-81.4579,960,377.1,0,3
Greeley Hill,CA,37.7505,-120.1228,960,15.5,0,3
Blades,DE,38.6353,-75.6024,960,670.0,1,3
Merrill,IA,42.7206,-96.2519,960,714.6,1,3
Lake Nebagamon,WI,46.512,-91.6995,960,29.6,1,3
Lockwood,MO,37.3867,-93.9579,960,381.8,1,3
Brook,IN,40.8664,-87.3653,960,547.2,1,3
Camden,NC,36.325,-76.17,960,234.8,0,3
Jonestown,MS,34.3222,-90.4541,959,955.8,1,3
Buffalo Soapstone,AK,61.7071,-149.1093,959,16.7,1,4
McElhattan,PA,41.1543,-77.3522,959,110.7,0,3
Chualar,CA,36.5711,-121.5103,959,591.4,0,3
Yorkville,OH,40.1528,-80.7079,959,625.0,1,3
Peña Pobre,PR,18.2174,-65.8221,959,1328.4,0,3
Twin Lakes,NM,35.6833,-108.7709,959,41.1,0,3
McCloud,CA,41.2541,-122.1361,959,152.9,0,3
Kendall,WA,48.9156,-122.1336,959,134.8,0,3
Miamitown,OH,39.217,-84.7095,959,276.5,0,3
Halaula,HI,20.2233,-155.7739,959,84.6,0,3
Colfax,IN,40.1944,-86.6673,958,547.6,1,3
Etna,OH,39.9544,-82.6878,958,601.5,0,3
Oakland,SC,33.9868,-80.4972,958,543.8,0,3
Henderson,NE,40.78,-97.8117,958,561.3,1,3
Vanceboro,NC,35.303,-77.1567,958,215.8,1,3
Williamsport,OH,39.5824,-83.1206,958,208.4,1,3
New Madison,OH,39.9671,-84.7082,958,780.5,1,3
Royal Hawaiian Estates,HI,19.4413,-155.1841,958,126.6,0,3
Henderson,MN,44.5278,-93.9091,957,343.9,1,3
Kindred,ND,46.6494,-97.0169,957,254.9,1,3
Santa Clara Pueblo,NM,35.9726,-106.0927,957,183.0,0,3
Arthurdale,WV,39.4953,-79.8168,957,74.4,0,3
Borden,IN,38.4699,-85.9491,957,265.5,1,3
Dale,SC,32.5555,-80.7015,957,155.8,0,3
Beach,ND,46.9189,-104.0055,957,144.8,1,3
Port Morris,NJ,40.9061,-74.6845,957,1119.7,0,4
Stephens,AR,33.4221,-93.067,957,134.1,1,3
Amity,AR,34.2662,-93.4634,957,115.1,1,3
Greenfields,PA,40.3627,-75.9565,957,499.1,0,3
Laurel,NE,42.4301,-97.0986,956,272.8,1,3
Waitsburg,WA,46.2698,-118.1509,956,317.3,1,3
Christiana,PA,39.9545,-75.997,956,700.1,1,3
Kettleman City,CA,36.0089,-119.9629,956,1707.8,0,3
Grantsville,MD,39.6969,-79.1528,956,356.0,1,3
Bayshore,OR,44.4419,-124.0754,956,264.7,0,3
Boyce,VA,39.0933,-78.0601,956,484.3,1,3
Bromley,KY,39.0801,-84.5629,956,863.6,1,3
Inman Mills,SC,35.0408,-82.1024,956,341.9,0,3
Guilford Lake,OH,40.8032,-80.8772,956,156.0,0,3
Rennerdale,PA,40.4002,-80.1396,955,466.0,0,3
Bellaire,MI,44.9739,-85.2057,955,197.4,1,3
Augusta,MI,42.3378,-85.3525,955,359.2,1,3
Carlton,MN,46.6628,-92.4067,955,96.9,1,3
Ashippun,WI,43.2182,-88.5159,955,358.8,0,3
Essex,IL,41.1819,-88.1926,955,158.5,1,3
McCullom Lake,IL,42.368,-88.2965,955,1010.8,1,3
Inkom,ID,42.7955,-112.2448,954,382.3,1,3
Stover,MO,38.4417,-92.9902,954,415.2,1,3
Norris Canyon,CA,37.7457,-121.9881,954,102.0,1,4
Eagle Lake,WI,42.7014,-88.1291,954,169.1,0,3
Upper Lake,CA,39.1655,-122.9052,954,214.9,0,3
Wister,OK,34.9696,-94.7212,954,195.0,1,3
Marion,SD,43.4236,-97.2605,954,424.5,1,3
Laupahoehoe,HI,19.9723,-155.2345,954,113.6,0,3
Bloomingburg,OH,39.6079,-83.3953,954,537.5,1,3
Allgood,AL,33.9064,-86.5178,953,354.2,1,3
Cluster Springs,VA,36.6128,-78.9221,953,42.9,0,3
Danielsville,GA,34.1238,-83.2202,953,254.5,1,3
Hulmeville,PA,40.1421,-74.9075,953,769.2,1,3
Greenview,IL,40.0849,-89.7406,953,428.3,1,3
Palo Alto,PA,40.6861,-76.1699,953,352.3,1,3
Riner,VA,37.0676,-80.4405,953,252.3,0,3
Goochland,VA,37.6974,-77.8943,953,81.6,0,3
Grand Meadow,MN,43.7062,-92.5701,953,539.2,1,3
Westphalia,MI,42.9303,-84.7981,952,330.0,1,3
Hymera,IN,39.1859,-87.2989,952,516.1,1,3
Estelline,SD,44.5768,-96.9011,952,388.8,1,3
Ostrander,OH,40.269,-83.2075,952,392.0,1,3
Blue Ball,PA,40.1157,-76.0517,952,307.8,0,3
Wishek,ND,46.2554,-99.5546,951,255.8,1,3
Sister Bay,WI,45.1835,-87.1271,951,142.4,1,3
Medora,IN,38.8247,-86.1711,950,532.0,1,3
Wadley,AL,33.1239,-85.5683,950,252.1,1,3
Lake Victoria,MI,42.9168,-84.3749,950,446.1,1,3
Faison,NC,35.1164,-78.136,950,423.7,1,3
Munds Park,AZ,34.9382,-111.6318,950,16.5,0,3
Greene,ME,44.1898,-70.1418,950,141.5,0,3
Medford,OK,36.8035,-97.7378,949,339.5,1,3
Lakeview,AR,36.3739,-92.5387,949,352.2,1,3
Lobelville,TN,35.7508,-87.7958,949,97.7,1,3
Sidney,IA,40.7459,-95.6447,948,267.0,1,3
Hamel,IL,38.8894,-89.8425,948,307.7,1,3
Lanesville,IN,38.2394,-85.9821,948,389.1,1,3
Danville,IA,40.8599,-91.3145,948,488.5,1,3
Dovesville,SC,34.4028,-79.903,948,52.2,0,3
Coyne Center,IL,41.4006,-90.5627,948,212.8,0,3
Cedar Flat,CA,39.2101,-120.0965,948,339.0,0,3
Welaka,FL,29.4822,-81.6658,948,248.2,1,3
Highland Holiday,OH,39.1949,-83.4703,947,605.1,0,3
Woodlawn,NC,36.1158,-79.2898,947,111.0,0,3
Linesville,PA,41.6564,-80.4225,946,471.7,1,3
Prospect,PA,40.8992,-80.0487,946,89.5,1,3
Rural Valley,PA,40.7991,-79.3149,946,173.0,1,3
Newman Grove,NE,41.7469,-97.7767,946,670.1,1,3
Wagram,NC,34.8891,-79.3652,946,250.7,1,3
Victor,IA,41.7306,-92.2949,946,759.0,1,3
Quinebaug,CT,42.0107,-71.937,946,84.1,0,3
Crescent,LA,30.2406,-91.2864,946,219.3,0,3
Tuttletown,CA,38.0003,-120.4503,946,49.7,0,3
Nelson,GA,34.3789,-84.3707,946,239.7,1,3
Exeter,MO,36.6707,-93.9399,946,462.2,1,3
Palestine,IN,41.1784,-85.9497,946,357.8,0,4
Jekyll Island,GA,31.0732,-81.4206,946,40.6,0,3
Lake Andes,SD,43.156,-98.5361,945,489.1,1,3
Knappa,OR,46.1694,-123.5822,945,176.6,0,3
Horine,MO,38.2669,-90.4325,945,512.2,0,3
Mountainaire,AZ,35.0921,-111.6493,945,35.8,0,3
Troy,ID,46.738,-116.7731,945,461.2,1,3
Magnolia,NC,34.896,-78.0541,944,341.1,1,3
Candelero Arriba,PR,18.1016,-65.8342,944,806.8,0,3
Sykesville,PA,41.0475,-78.8185,944,230.2,1,3
Pawnee City,NE,40.1106,-96.153,944,302.5,1,3
Andrews,FL,29.5496,-82.8883,944,67.3,0,3
Bellemeade,KY,38.251,-85.591,944,526.7,1,3
Crosswicks,NJ,40.1439,-74.6409,944,199.7,0,3
Ellenboro,NC,35.3309,-81.7612,944,288.1,1,3
Pabellones,PR,18.4412,-66.2156,944,825.8,0,3
Brooklyn,MI,42.1054,-84.2487,943,388.3,1,3
McLean,TX,35.2324,-100.6001,943,314.4,1,3
Upton,WY,44.1039,-104.6362,943,140.8,1,3
Nemacolin,PA,39.8784,-79.9294,943,254.3,0,3
Wild Rose,WI,44.1788,-89.2442,942,250.2,1,3
Turtle Lake,WI,45.3933,-92.1452,942,127.2,1,3
Leesburg,IN,41.3307,-85.849,942,410.8,1,3
Mitchell,IL,38.7631,-90.0816,942,650.8,0,3
Logan,NM,35.3576,-103.4426,942,34.3,1,3
DeSales University,PA,40.5382,-75.3782,942,607.9,1,3
Hospers,IA,43.0722,-95.9039,941,688.2,1,3
Aurelia,IA,42.7131,-95.4368,941,358.2,1,3
North Tunica,MS,34.7031,-90.3797,941,641.0,0,3
Hesperia,MI,43.5691,-86.0407,941,444.1,1,3
Rand,WV,38.2818,-81.5653,941,787.7,0,3
Cedar Key,FL,29.146,-83.0388,940,358.9,1,3
Honduras,PR,18.1412,-66.2004,940,357.5,0,3
Rocky Point,NC,34.4441,-77.8909,940,52.6,0,3
New Salem,ND,46.8431,-101.4178,939,261.8,1,3
Califon,NJ,40.7193,-74.8371,939,378.1,1,3
Union Bridge,MD,39.5731,-77.1744,939,352.2,1,3
Klondike Corner,NH,42.964,-71.6389,939,107.0,0,3
Francesville,IN,40.9853,-86.8834,939,525.3,1,3
Footville,WI,42.6715,-89.2084,939,323.3,1,3
Inverness,MS,33.3543,-90.5913,939,251.7,1,3
Toughkenamon,PA,39.8313,-75.7565,939,175.7,0,3
Plandome Heights,NY,40.8021,-73.7049,938,1668.7,1,3
Burwell,NE,41.7801,-99.1342,938,345.2,1,3
